0.050, -183.800, 80.200,-1.571, 0.000, 1.535, 1.535,0.000, -181.341,78.793, 2.459, 2.459, 0.602, 0.630
0.100, -183.800, 80.200,-1.571, 0.000, 1.535, 1.535,0.000, -181.341,78.793, 2.459, 2.459, 0.602, 0.630
0.150, -183.800, 80.200,-1.571, -0.012, 1.535, 1.547,-0.004, -181.341,78.793, 2.459, 2.459, 0.602, 0.630
0.200, -183.800, 80.198,-1.571, 0.036, 1.535, 1.499,0.006, -181.341,78.793, 2.459, 2.459, 0.603, 0.630
0.250, -183.800, 80.197,-1.570, 0.025, 1.535, 1.509,0.010, -181.341,78.793, 2.458, 2.459, 0.602, 0.629
0.300, -183.798, 80.190,-1.569, 0.176, 1.536, 1.360,0.038, -181.341,78.783, 2.454, 2.458, 0.600, 0.627
0.350, -183.793, 80.173,-1.565, 0.364, 1.538, 1.174,0.084, -181.341,78.763, 2.443, 2.456, 0.597, 0.622
0.400, -183.785, 80.149,-1.561, 0.508, 1.540, 1.031,0.137, -181.341,78.743, 2.430, 2.453, 0.593, 0.618
0.450, -183.775, 80.113,-1.553, 0.798, 1.544, 0.746,0.211, -181.341,78.703, 2.409, 2.448, 0.586, 0.609
0.500, -183.761, 80.063,-1.543, 1.038, 1.549, 0.511,0.293, -181.342,78.653, 2.380, 2.441, 0.578, 0.599
0.550, -183.744, 80.006,-1.531, 1.184, 1.554, 0.370,0.374, -181.342,78.603, 2.347, 2.432, 0.533, 0.554
0.600, -183.726, 79.945,-1.520, 1.240, 1.561, 0.321,0.446, -181.342,78.535, 2.314, 2.423, 0.523, 0.543
0.650, -183.709, 79.884,-1.509, 1.253, 1.567, 0.313,0.509, -181.342,78.475, 2.280, 2.412, 0.513, 0.533
0.700, -183.691, 79.823,-1.498, 1.262, 1.573, 0.311,0.562, -181.342,78.416, 2.247, 2.400, 0.503, 0.523
0.750, -183.672, 79.763,-1.488, 1.262, 1.579, 0.316,0.609, -181.342,78.356, 2.214, 2.387, 0.494, 0.513
0.800, -183.653, 79.701,-1.477, 1.275, 1.585, 0.310,0.651, -181.343,78.296, 2.180, 2.375, 0.485, 0.504
0.850, -183.633, 79.640,-1.467, 1.283, 1.591, 0.308,0.688, -181.343,78.237, 2.145, 2.361, 0.475, 0.494
0.900, -183.613, 79.577,-1.457, 1.300, 1.597, 0.296,0.722, -181.343,78.177, 2.111, 2.347, 0.466, 0.485
