0.050, -183.800, 80.200,-1.571, 0.000, 1.535, 1.535,0.000, -181.342,78.535, -2.473, 2.473, 1.163, 1.191
0.100, -183.800, 80.200,-1.571, 0.000, 1.535, 1.535,0.000, -181.342,78.535, -2.473, 2.473, 1.163, 1.191
0.150, -183.800, 80.200,-1.571, -0.012, 1.535, 1.547,-0.004, -181.335,80.490, -2.703, 2.549, 0.567, 0.597
0.200, -183.800, 80.198,-1.571, 0.036, 1.535, 1.499,0.006, -181.342,78.535, -2.472, 2.530, 1.163, 1.191
0.250, -183.800, 80.197,-1.570, 0.025, 1.535, 1.509,0.010, -181.342,78.535, -2.471, 2.518, 1.163, 1.191
0.300, -183.798, 80.190,-1.568, 0.172, 1.536, 1.364,0.037, -181.342,78.535, -2.466, 2.510, 1.163, 1.190
0.350, -183.791, 80.174,-1.563, 0.363, 1.538, 1.174,0.083, -181.342,78.535, -2.450, 2.501, 1.162, 1.187
0.400, -183.778, 80.148,-1.554, 0.557, 1.540, 0.983,0.143, -181.342,78.535, -2.421, 2.491, 1.157, 1.181
0.450, -183.756, 80.114,-1.538, 0.739, 1.544, 0.805,0.209, -181.342,78.535, -2.375, 2.478, 1.147, 1.169
0.500, -183.729, 80.073,-1.518, 0.870, 1.548, 0.678,0.275, -181.342,78.535, -2.318, 2.462, 1.133, 1.155
0.550, -183.698, 80.028,-1.496, 0.971, 1.552, 0.581,0.338, -181.342,78.535, -2.253, 2.443, 0.732, 0.752
0.600, -183.667, 79.977,-1.476, 1.142, 1.557, 0.414,0.405, -181.342,78.535, -2.193, 2.422, 0.710, 0.729
0.650, -183.639, 79.917,-1.460, 1.263, 1.563, 0.300,0.471, -181.342,78.515, -2.142, 2.401, 0.696, 0.714
0.700, -183.611, 79.856,-1.444, 1.315, 1.570, 0.255,0.531, -181.342,78.465, -2.093, 2.379, 0.683, 0.701
0.750, -183.583, 79.794,-1.429, 1.327, 1.576, 0.249,0.585, -181.342,78.406, -2.042, 2.356, 0.671, 0.689
0.800, -183.554, 79.732,-1.414, 1.326, 1.582, 0.256,0.631, -181.342,78.346, -1.993, 2.334, 0.659, 0.676
0.850, -183.524, 79.671,-1.400, 1.317, 1.588, 0.271,0.671, -181.343,78.286, -1.943, 2.311, 0.648, 0.665
0.900, -183.495, 79.610,-1.386, 1.313, 1.594, 0.281,0.707, -181.343,78.227, -1.894, 2.287, 0.637, 0.653
0.950, -183.464, 79.550,-1.372, 1.310, 1.600, 0.290,0.739, -181.343,78.177, -1.844, 2.264, 0.626, 0.642
1.000, -183.433, 79.490,-1.358, 1.314, 1.600, 0.286,0.767, -181.343,78.117, -1.795, 2.241, 0.616, 0.631
1.050, -183.402, 79.431,-1.344, 1.318, 1.600, 0.282,0.794, -181.343,78.057, -1.745, 2.217, 0.605, 0.620
1.100, -183.370, 79.371,-1.331, 1.327, 1.600, 0.273,0.818, -181.344,78.008, -1.694, 2.193, 0.595, 0.610
1.150, -183.337, 79.311,-1.318, 1.331, 1.600, 0.269,0.840, -181.344,77.948, -1.643, 2.169, 0.585, 0.599
1.200, -183.304, 79.251,-1.305, 1.337, 1.600, 0.263,0.861, -181.344,77.898, -1.592, 2.145, 0.576, 0.589
1.250, -183.270, 79.191,-1.292, 1.338, 1.600, 0.262,0.880, -181.344,77.839, -1.541, 2.121, 0.566, 0.579
1.300, -183.235, 79.132,-1.280, 1.341, 1.600, 0.260,0.898, -181.344,77.789, -1.489, 2.097, 0.557, 0.570
1.350, -183.200, 79.072,-1.268, 1.339, 1.600, 0.261,0.914, -181.344,77.729, -1.438, 2.072, 0.548, 0.560
1.400, -183.165, 79.014,-1.255, 1.340, 1.700, 0.360,0.929, -181.345,77.679, -1.386, 2.048, 0.301, 0.313
1.450, -183.132, 78.953,-1.246, 1.374, 1.700, 0.327,0.945, -181.345,77.620, -1.342, 2.024, 0.290, 0.302
1.500, -183.101, 78.890,-1.240, 1.399, 1.700, 0.301,0.960, -181.345,77.560, -1.301, 1.999, 0.284, 0.295
1.550, -183.069, 78.826,-1.233, 1.428, 1.700, 0.272,0.975, -181.345,77.529, 1.260, 1.976, 0.278, 0.268
1.600, -183.037, 78.760,-1.227, 1.449, 1.700, 0.251,0.990, -181.345,77.529, 1.223, 1.952, 0.273, 0.263
